point,value,outcome,source
0.25584,-1.83205,52,6
0.38376,-2.09733,52,6
0.51169,-2.43372,52,6
0.63961,-2.85093,52,6
0.76753,-3.35999,52,6
0.89545,-3.97343,52,6
1.02337,-4.70549,52,6
1.15129,-5.57237,52,6
1.27921,-6.59246,52,6
1.40714,-7.78666,52,6
1.4711,-8.45637,52,6
1.53506,-9.17875,52,6
1.59902,-9.9573,52,6
1.66298,-10.79572,52,6
1.72694,-11.69797,52,6
1.7909,-12.66826,52,6
1.85486,-13.71108,52,6
1.91882,-14.83124,52,6
1.98278,-16.03383,52,6
2.04674,-17.32431,52,6
2.1107,-18.70847,52,6
2.17466,-20.1925,52,6
2.23862,-21.78301,52,6
2.30259,-23.48701,52,6
-2.30259,-5.896,53,6
-1.7909,-4.92413,53,6
-1.27921,-3.98666,53,6
-0.76753,-3.10659,53,6
-0.25584,-2.32225,53,6
0.25584,-1.69762,53,6
0.51169,-1.47618,53,6
0.76753,-1.33937,53,6
0.95345,-1.30685,53,6
1.11633,-1.33488,53,6
1.27921,-1.4255,53,6
1.53506,-1.72146,53,6
1.66298,-1.95386,53,6
1.7909,-2.25289,53,6
1.91882,-2.62764,53,6
2.04674,-3.08844,53,6
2.17466,-3.64704,53,6
2.30259,-4.31677,53,6
-2.30259,-23.62412,54,6
-1.7909,-20.12091,54,6
-1.27921,-16.67021,54,6
-0.76753,-13.30709,54,6
-0.25584,-10.09007,54,6
0,-8.56471,54,6
0.25584,-7.11677,54,6
0.51169,-5.76882,54,6
0.76753,-4.55001,54,6
1.02337,-3.49799,54,6
1.15129,-3.04921,54,6
1.27921,-2.66139,54,6
1.40529,-2.3469,54,6
1.53136,-2.10874,54,6
1.65744,-1.95716,54,6
1.78351,-1.90379,54,6
1.7909,-1.90398,54,6
1.91882,-1.97086,54,6
2.04674,-2.16906,54,6
2.17466,-2.5165,54,6
2.30259,-3.03355,54,6
-2.30259,-3.56594,55,6
-1.7909,-3.0737,55,6
-1.27921,-2.59445,55,6
-0.76753,-2.13687,55,6
-0.25584,-1.71545,55,6
0.25584,-1.35432,55,6
0.76753,-1.09378,55,6
1.23425,-1,55,6
1.27921,-1.00103,55,6
1.53506,-1.05014,55,6
1.7909,-1.18817,55,6
2.04674,-1.44102,55,6
2.30259,-1.84219,55,6
-2.30259,-6.17167,56,6
-1.7909,-5.19294,56,6
-1.27921,-4.24403,56,6
-0.76753,-3.34486,56,6
-0.25584,-2.52868,56,6
0.25584,-1.85093,56,6
0.51169,-1.59083,56,6
0.76753,-1.40408,56,6
1.09642,-1.30685,56,6
1.27921,-1.3424,56,6
1.53506,-1.53077,56,6
1.66298,-1.69812,56,6
1.7909,-1.92323,56,6
1.91882,-2.21397,56,6
2.04674,-2.5793,56,6
2.17466,-3.0294,56,6
2.30259,-3.57583,56,6
-2.30259,-3.53694,57,6
-1.7909,-3.04529,57,6
-1.27921,-2.56702,57,6
-0.76753,-2.11109,57,6
-0.25584,-1.6924,57,6
0.25584,-1.33584,57,6
0.76753,-1.08291,57,6
1.20437,-1,57,6
1.27921,-1.00287,57,6
1.53506,-1.06124,57,6
1.7909,-1.21121,57,6
2.04674,-1.4795,57,6
2.30259,-1.9006,57,6
-2.30259,-26.93854,58,6
-2.04674,-24.25297,58,6
-1.7909,-21.60493,58,6
-1.53506,-19.00534,58,6
-1.27921,-16.46835,58,6
-1.02337,-14.0122,58,6
-0.76753,-11.66047,58,6
-0.51169,-9.44358,58,6
-0.25584,-7.40086,58,6
-0.12792,-6.46015,58,6
0,-5.58308,58,6
0.12792,-4.77836,58,6
0.25584,-4.05584,58,6
0.38376,-3.42674,58,6
0.51169,-2.90382,58,6
0.63961,-2.50156,58,6
0.76753,-2.23643,58,6
0.84027,-2.15387,58,6
0.91302,-2.12546,58,6
1.00457,-2.173,58,6
1.09612,-2.32163,58,6
1.18767,-2.58107,58,6
1.27921,-2.96192,58,6
1.34317,-3.30622,58,6
1.40714,-3.71973,58,6
1.4711,-4.20702,58,6
1.53506,-4.77297,58,6
1.59902,-5.42277,58,6
1.66298,-6.16197,58,6
1.72694,-6.99646,58,6
1.7909,-7.93253,58,6
1.85486,-8.97691,58,6
1.91882,-10.13674,58,6
1.98278,-11.41965,58,6
2.04674,-12.83376,58,6
2.1107,-14.38776,58,6
2.17466,-16.09086,58,6
2.23862,-17.95292,58,6
2.30259,-19.98445,58,6
-2.30259,-14.80388,59,6
-1.7909,-12.79417,59,6
-1.27921,-10.8092,59,6
-0.76753,-8.86551,59,6
-0.25584,-6.99067,59,6
0.25584,-5.23067,59,6
0.51169,-4.41602,59,6
0.76753,-3.66224,59,6
1.02337,-2.98705,59,6
1.27921,-2.41337,59,6
1.53506,-1.9708,59,6
1.7909,-1.69757,59,6
1.97631,-1.63288,59,6
2.13945,-1.68912,59,6
2.30259,-1.87097,59,6
-2.30259,-3.71329,60,6
-1.7909,-2.85718,60,6
-1.27921,-2.11281,60,6
-1.02337,-1.80422,60,6
-0.76753,-1.55485,60,6
-0.51169,-1.38195,60,6
-0.25584,-1.30782,60,6
-0.22454,-1.30685,60,6
0.01565,-1.36945,60,6
0.25584,-1.57947,60,6
0.38376,-1.76487,60,6
0.51169,-2.01048,60,6
0.63961,-2.32452,60,6
0.76753,-2.71633,60,6
0.89545,-3.19652,60,6
1.02337,-3.77715,60,6
1.15129,-4.47193,60,6
1.27921,-5.29643,60,6
1.40714,-6.26837,60,6
1.53506,-7.40785,60,6
1.59902,-8.04744,60,6
1.66298,-8.73774,60,6
1.72694,-9.48207,60,6
1.7909,-10.28402,60,6
1.85486,-11.14739,60,6
1.91882,-12.07623,60,6
1.98278,-13.07487,60,6
2.04674,-14.14793,60,6
2.1107,-15.3003,60,6
2.17466,-16.53725,60,6
2.23862,-17.86434,60,6
2.30259,-19.28753,60,6
-2.30259,-2.83172,61,6
-1.7909,-2.36194,61,6
-1.27921,-1.92016,61,6
-0.76753,-1.52508,61,6
-0.25584,-1.20791,61,6
0.25584,-1.02069,61,6
0.46641,-1,61,6
0.76753,-1.05025,61,6
1.02337,-1.1884,61,6
1.27921,-1.44141,61,6
1.53506,-1.84279,61,6
1.66298,-2.11217,61,6
1.7909,-2.43577,61,6
1.91882,-2.82099,61,6
2.04674,-3.27623,61,6
2.17466,-3.81105,61,6
2.30259,-4.43632,61,6
-2.30259,-2.89135,62,6
-1.7909,-2.41899,62,6
-1.27921,-1.97291,62,6
-0.76753,-1.57066,62,6
-0.25584,-1.24152,62,6
0.25584,-1.03435,62,6
0.5299,-1,62,6
0.76753,-1.03061,62,6
1.02337,-1.14452,62,6
1.27921,-1.36623,62,6
1.53506,-1.72718,62,6
1.66298,-1.97212,62,6
1.7909,-2.26795,62,6
1.91882,-2.6216,62,6
2.04674,-3.04097,62,6
2.17466,-3.53502,62,6
2.30259,-4.11395,62,6
-2.30259,-1.0005,63,6
-2.27081,-1,63,6
-2.03085,-1.03124,63,6
-1.7909,-1.13602,63,6
-1.53506,-1.3513,63,6
-1.27921,-1.70393,63,6
-1.02337,-2.23397,63,6
-0.89545,-2.58113,63,6
-0.76753,-2.99312,63,6
-0.63961,-3.4788,63,6
-0.51169,-4.0482,63,6
-0.38376,-4.71277,63,6
-0.25584,-5.48549,63,6
-0.12792,-6.3811,63,6
0,-7.4164,63,6
0.12792,-8.61042,63,6
0.25584,-9.98485,63,6
0.3198,-10.74728,63,6
0.38376,-11.5643,63,6
0.44772,-12.4395,63,6
0.51169,-13.37673,63,6
0.57565,-14.3801,63,6
0.63961,-15.45396,63,6
0.70357,-16.60297,63,6
0.76753,-17.83211,63,6
0.83149,-19.14665,63,6
0.89545,-20.55224,63,6
0.95941,-22.0549,63,6
1.02337,-23.66104,63,6
1.08733,-25.37748,63,6
1.15129,-27.21152,63,6
1.21525,-29.17093,63,6
1.27921,-31.26398,63,6
1.34317,-33.4995,63,6
1.40714,-35.8869,63,6
1.4711,-38.43622,63,6
1.53506,-41.15814,63,6
1.59902,-44.06407,63,6
1.631,-45.58981,63,6
1.66298,-47.16617,63,6
1.69496,-48.7948,63,6
1.72694,-50.47739,63,6
1.75892,-52.2157,63,6
1.7909,-54.01154,63,6
1.82288,-55.86678,63,6
1.85486,-57.78334,63,6
1.88684,-59.76323,63,6
1.91882,-61.8085,63,6
1.9508,-63.92128,63,6
1.98278,-66.10375,63,6
2.01476,-68.35819,63,6
2.04674,-70.68693,63,6
2.07872,-73.09239,63,6
2.1107,-75.57705,63,6
2.14268,-78.1435,63,6
2.17466,-80.79439,63,6
2.20664,-83.53247,63,6
2.23862,-86.36057,63,6
2.2706,-89.28161,63,6
2.30259,-92.29862,63,6
-2.30259,-3.58207,1,7
-1.7909,-3.08951,1,7
-1.27921,-2.60973,1,7
-0.76753,-2.15126,1,7
-0.25584,-1.72834,1,7
0.25584,-1.36473,1,7
0.76753,-1.10006,1,7
1.25086,-1,1,7
1.27921,-1.00041,1,7
1.53506,-1.0445,1,7
1.7909,-1.17604,1,7
2.04674,-1.42052,1,7
2.30259,-1.81086,1,7
-2.30259,-65.6045,2,7
-2.17466,-60.84462,2,7
-2.04674,-56.15091,2,7
-1.91882,-51.5324,2,7
-1.7909,-46.99936,2,7
-1.66298,-42.56344,2,7
-1.53506,-38.2379,2,7
-1.40714,-34.0378,2,7
-1.27921,-29.98026,2,7
-1.15129,-26.08474,2,7
-1.02337,-22.37334,2,7
-0.95941,-20.59441,2,7
-0.89545,-18.8712,2,7
-0.83149,-17.20737,2,7
-0.76753,-15.60685,2,7
-0.70357,-14.07384,2,7
-0.63961,-12.61277,2,7
-0.57565,-11.22841,2,7
-0.51169,-9.92583,2,7
-0.44772,-8.71041,2,7
-0.38376,-7.58793,2,7
-0.3198,-6.56452,2,7
-0.25584,-5.64672,2,7
-0.20597,-5.00887,2,7
-0.1561,-4.44296,2,7
-0.10624,-3.95265,2,7
-0.05637,-3.54183,2,7
-0.0065,-3.21454,2,7
0.04337,-2.97507,2,7
0.09324,-2.8279,2,7
0.14311,-2.77776,2,7
0.19948,-2.84413,2,7
0.22766,-2.92853,2,7
0.25584,-3.04836,2,7
0.3198,-3.45721,2,7
0.35178,-3.73591,2,7
0.38376,-4.06628,2,7
0.41574,-4.44999,2,7
0.44772,-4.88878,2,7
0.47971,-5.38444,2,7
0.51169,-5.93882,2,7
0.54367,-6.55382,2,7
0.57565,-7.23142,2,7
0.60763,-7.97365,2,7
0.63961,-8.78261,2,7
0.67159,-9.66047,2,7
0.70357,-10.60947,2,7
0.73555,-11.63192,2,7
0.76753,-12.7302,2,7
0.79951,-13.90679,2,7
0.83149,-15.16422,2,7
0.86347,-16.50513,2,7
0.89545,-17.93222,2,7
0.92743,-19.4483,2,7
0.95941,-21.05625,2,7
0.99139,-22.75907,2,7
1.02337,-24.55984,2,7
1.05535,-26.46174,2,7
1.08733,-28.46805,2,7
1.11931,-30.58218,2,7
1.15129,-32.80762,2,7
1.18327,-35.14798,2,7
1.21525,-37.60702,2,7
1.24723,-40.18857,2,7
1.27921,-42.89663,2,7
1.31119,-45.73531,2,7
1.34317,-48.70884,2,7
1.37515,-51.82162,2,7
1.40714,-55.07816,2,7
1.43912,-58.48314,2,7
1.4711,-62.04138,2,7
1.50308,-65.75787,2,7
1.53506,-69.63774,2,7
1.56704,-73.6863,2,7
1.59902,-77.90905,2,7
1.631,-82.31163,2,7
1.66298,-86.89989,2,7
1.69496,-91.67987,2,7
1.71095,-94.1437,2,7
1.72694,-96.6578,2,7
1.74293,-99.22299,2,7
1.75892,-101.8401,2,7
1.77491,-104.50996,2,7
1.7909,-107.23343,2,7
1.80689,-110.01136,2,7
1.82288,-112.84463,2,7
1.83887,-115.73414,2,7
1.85486,-118.68079,2,7
1.87085,-121.68551,2,7
1.88684,-124.74922,2,7
1.90283,-127.87289,2,7
1.91882,-131.05747,2,7
1.93481,-134.30395,2,7
1.9508,-137.61333,2,7
1.96679,-140.98662,2,7
1.98278,-144.42485,2,7
1.99877,-147.92906,2,7
2.01476,-151.50033,2,7
2.03075,-155.13973,2,7
2.04674,-158.84836,2,7
2.06273,-162.62733,2,7
2.07872,-166.47778,2,7
2.09471,-170.40087,2,7
2.1107,-174.39775,2,7
2.12669,-178.46963,2,7
2.14268,-182.61771,2,7
2.15867,-186.84322,2,7
2.17466,-191.14741,2,7
2.19065,-195.53154,2,7
2.20664,-199.9969,2,7
2.22263,-204.54481,2,7
2.23862,-209.17659,2,7
2.25461,-213.8936,2,7
2.2706,-218.69721,2,7
2.28659,-223.58881,2,7
2.30259,-228.56982,2,7
-2.30259,-55.52244,3,7
-2.17466,-51.28082,3,7
-2.04674,-47.10626,3,7
-1.91882,-43.00793,3,7
-1.7909,-38.99622,3,7
-1.66298,-35.08295,3,7
-1.53506,-31.28155,3,7
-1.40714,-27.6073,3,7
-1.27921,-24.07754,3,7
-1.15129,-20.71199,3,7
-1.02337,-17.53306,3,7
-0.95941,-16.02141,3,7
-0.89545,-14.56622,3,7
-0.83149,-13.17123,3,7
-0.76753,-11.84041,3,7
-0.70357,-10.578,3,7
-0.63961,-9.38852,3,7
-0.57565,-8.27678,3,7
-0.51169,-7.24793,3,7
-0.44772,-6.30743,3,7
-0.38376,-5.46112,3,7
-0.3198,-4.71522,3,7
-0.25584,-4.07637,3,7
-0.18513,-3.50323,3,7
-0.11443,-3.07979,3,7
-0.04372,-2.817,3,7
0.02699,-2.72665,3,7
0.0842,-2.78838,3,7
0.14142,-2.97838,3,7
0.19863,-3.30422,3,7
0.25584,-3.77389,3,7
0.3198,-4.47967,3,7
0.35178,-4.90784,3,7
0.38376,-5.38837,3,7
0.41574,-5.92298,3,7
0.44772,-6.51341,3,7
0.47971,-7.16148,3,7
0.51169,-7.86907,3,7
0.54367,-8.6381,3,7
0.57565,-9.47058,3,7
0.60763,-10.36857,3,7
0.63961,-11.33419,3,7
0.67159,-12.36964,3,7
0.70357,-13.47719,3,7
0.73555,-14.65919,3,7
0.76753,-15.91806,3,7
0.79951,-17.25629,3,7
0.83149,-18.67646,3,7
0.86347,-20.18123,3,7
0.89545,-21.77336,3,7
0.92743,-23.45568,3,7
0.95941,-25.23112,3,7
0.99139,-27.10272,3,7
1.02337,-29.07359,3,7
1.05535,-31.14696,3,7
1.08733,-33.32616,3,7
1.11931,-35.61463,3,7
1.15129,-38.01593,3,7
1.18327,-40.53371,3,7
1.21525,-43.17177,3,7
1.24723,-45.93401,3,7
1.27921,-48.82447,3,7
1.31119,-51.84731,3,7
1.34317,-55.00684,3,7
1.37515,-58.3075,3,7
1.40714,-61.75388,3,7
1.43912,-65.35071,3,7
1.4711,-69.10287,3,7
1.50308,-73.01542,3,7
1.53506,-77.09358,3,7
1.56704,-81.34271,3,7
1.59902,-85.76839,3,7
1.631,-90.37634,3,7
1.66298,-95.17248,3,7
1.69496,-100.16295,3,7
1.71095,-102.73301,3,7
1.72694,-105.35404,3,7
1.74293,-108.02685,3,7
1.75892,-110.75228,3,7
1.77491,-113.53117,3,7
1.7909,-116.3644,3,7
1.80689,-119.25283,3,7
1.82288,-122.19735,3,7
1.83887,-125.19887,3,7
1.85486,-128.25831,3,7
1.87085,-131.3766,3,7
1.88684,-134.55469,3,7
1.90283,-137.79354,3,7
1.91882,-141.09413,3,7
1.93481,-144.45747,3,7
1.9508,-147.88455,3,7
1.96679,-151.3764,3,7
1.98278,-154.93408,3,7
1.99877,-158.55864,3,7
2.01476,-162.25116,3,7
2.03075,-166.01273,3,7
2.04674,-169.84448,3,7
2.06273,-173.74752,3,7
2.07872,-177.72301,3,7
2.09471,-181.77211,3,7
2.1107,-185.89602,3,7
2.12669,-190.09594,3,7
2.14268,-194.37309,3,7
2.15867,-198.72872,3,7
2.17466,-203.16409,3,7
2.19065,-207.68049,3,7
2.20664,-212.27923,3,7
2.22263,-216.96162,3,7
2.23862,-221.72903,3,7
2.25461,-226.58282,3,7
2.2706,-231.52439,3,7
2.28659,-236.55514,3,7
2.30259,-241.67651,3,7
-2.30259,-41.83877,4,7
-2.04674,-37.8951,4,7
-1.7909,-33.9951,4,7
-1.53506,-30.15152,4,7
-1.27921,-26.3808,4,7
-1.02337,-22.70418,4,7
-0.76753,-19.1491,4,7
-0.51169,-15.75099,4,7
-0.38376,-14.12462,4,7
-0.25584,-12.55562,4,7
-0.12792,-11.05181,4,7
0,-9.62209,4,7
0.12792,-8.27657,4,7
0.25584,-7.02675,4,7
0.38376,-5.88567,4,7
0.51169,-4.86819,4,7
0.63961,-3.99116,4,7
0.76753,-3.27375,4,7
0.8596,-2.86829,4,7
0.95167,-2.5658,4,7
1.04375,-2.37623,4,7
1.13582,-2.31044,4,7
1.20752,-2.35257,4,7
1.27921,-2.48309,4,7
1.34317,-2.67947,4,7
1.40714,-2.95642,4,7
1.4711,-3.31925,4,7
1.53506,-3.77364,4,7
1.59902,-4.32564,4,7
1.66298,-4.98169,4,7
1.72694,-5.74867,4,7
1.7909,-6.63391,4,7
1.85486,-7.64521,4,7
1.91882,-8.79089,4,7
1.98278,-10.07985,4,7
2.04674,-11.52154,4,7
2.1107,-13.12604,4,7
2.17466,-14.90412,4,7
2.23862,-16.86724,4,7
2.30259,-19.02761,4,7
-2.30259,-37.45674,5,7
-2.04674,-33.14207,5,7
-1.7909,-28.9121,5,7
-1.53506,-24.79151,5,7
-1.27921,-20.8122,5,7
-1.15129,-18.88797,5,7
-1.02337,-17.01537,5,7
-0.89545,-15.20144,5,7
-0.76753,-13.4542,5,7
-0.63961,-11.78275,5,7
-0.51169,-10.19742,5,7
-0.38376,-8.70997,5,7
-0.25584,-7.33375,5,7
-0.12792,-6.08395,5,7
0,-4.97782,5,7
0.12792,-4.03496,5,7
0.25584,-3.27765,5,7
0.33973,-2.8938,5,7
0.42362,-2.6085,5,7
0.5075,-2.43035,5,7
0.59139,-2.36875,5,7
0.67946,-2.44065,5,7
0.72349,-2.53296,5,7
0.76753,-2.66511,5,7
0.83149,-2.93171,5,7
0.89545,-3.29197,5,7
0.95941,-3.75206,5,7
1.02337,-4.31858,5,7
1.08733,-4.99857,5,7
1.15129,-5.79952,5,7
1.21525,-6.72941,5,7
1.27921,-7.79676,5,7
1.34317,-9.01066,5,7
1.40714,-10.38078,5,7
1.4711,-11.91744,5,7
1.53506,-13.63164,5,7
1.59902,-15.5351,5,7
1.631,-16.56169,5,7
1.66298,-17.64034,5,7
1.69496,-18.77275,5,7
1.72694,-19.96067,5,7
1.75892,-21.2059,5,7
1.7909,-22.5103,5,7
1.82288,-23.8758,5,7
1.85486,-25.30438,5,7
1.88684,-26.7981,5,7
1.91882,-28.35906,5,7
1.9508,-29.98945,5,7
1.98278,-31.69154,5,7
2.01476,-33.46765,5,7
2.04674,-35.32018,5,7
2.07872,-37.25162,5,7
2.1107,-39.26453,5,7
2.14268,-41.36156,5,7
2.17466,-43.54545,5,7
2.20664,-45.81902,5,7
2.23862,-48.18518,5,7
2.2706,-50.64694,5,7
2.30259,-53.2074,5,7
-2.30259,-9.51991,6,7
-1.7909,-8.03702,6,7
-1.27921,-6.58898,6,7
-0.76753,-5.19907,6,7
-0.25584,-3.90615,6,7
0,-3.31487,6,7
0.25584,-2.77499,6,7
0.51169,-2.30147,6,7
0.76753,-1.91367,6,7
1.02337,-1.63658,6,7
1.27921,-1.50248,6,7
1.34605,-1.49592,6,7
1.56847,-1.57595,6,7
1.67969,-1.68312,6,7
1.7909,-1.8421400000000001,6,7
1.91882,-2.09713,6,7
2.04674,-2.43929,6,7
2.17466,-2.88051,6,7
2.30259,-3.4343,6,7
-2.30259,-6.71098,7,7
-1.7909,-5.72142,7,7
-1.27921,-4.75445,7,7
-0.76753,-3.82516,7,7
-0.25584,-2.95873,7,7
0.25584,-2.19716,7,7
0.51169,-1.87605,7,7
0.76753,-1.61049,7,7
1.02337,-1.4167,7,7
1.27921,-1.31559,7,7
1.37417,-1.30685,7,7
1.58254,-1.35345,7,7
1.7909,-1.50738,7,7
1.91882,-1.66556,7,7
2.04674,-1.88025,7,7
2.17466,-2.15914,7,7
2.30259,-2.51101,7,7
-2.30259,-14.38187,8,7
-1.7909,-11.92452,8,7
-1.27921,-9.53468,8,7
-0.76753,-7.25749,8,7
-0.51169,-6.183,8,7
-0.25584,-5.16819,8,7
0,-4.23047,8,7
0.25584,-3.39231,8,7
0.51169,-2.68275,8,7
0.76753,-2.13926,8,7
0.9815,-1.84702,8,7
1.19547,-1.7403,8,7
1.27921,-1.75833,8,7
1.40714,-1.86064,8,7
1.53506,-2.0642,8,7
1.66298,-2.38281,8,7
1.7909,-2.83219,8,7
1.91882,-3.43018,8,7
2.04674,-4.19705,8,7
2.1107,-4.6509,8,7
2.17466,-5.15585,8,7
2.23862,-5.71528,8,7
2.30259,-6.33278,8,7
-2.30259,-14.05849,9,7
-1.7909,-12.0565,9,7
-1.27921,-10.0844,9,7
-0.76753,-8.16218,9,7
-0.25584,-6.32314,9,7
0.25584,-4.62288,9,7
0.51169,-3.85172,9,7
0.76753,-3.15409,9,7
1.02337,-2.55144,9,7
1.27921,-2.07144,9,7
1.53314,-1.75158,9,7
1.78707,-1.63288,9,7
1.7909,-1.63291,9,7
1.91882,-1.66917,9,7
2.04674,-1.7802,9,7
2.17466,-1.97622,9,7
2.30259,-2.26881,9,7
-2.30259,-12.89653,10,7
-1.7909,-10.47562,10,7
-1.27921,-8.1466,10,7
-0.76753,-5.97084,10,7
-0.51169,-4.97019,10,7
-0.25584,-4.05075,10,7
0,-3.2362,10,7
0.25584,-2.55712,10,7
0.51169,-2.05301,10,7
0.63961,-1.88198,10,7
0.76753,-1.77488,10,7
0.88749,-1.7403,10,7
1.08335,-1.84279,10,7
1.18128,-1.97887,10,7
1.27921,-2.17933,10,7
1.40714,-2.54923,10,7
1.53506,-3.05689,10,7
1.66298,-3.72111,10,7
1.7909,-4.56326,10,7
1.85486,-5.05852,10,7
1.91882,-5.60762,10,7
1.98278,-6.2141,10,7
2.04674,-6.88177,10,7
2.1107,-7.61466,10,7
2.17466,-8.41708,10,7
2.23862,-9.29363,10,7
2.30259,-10.24919,10,7
-2.30259,-25.37929,11,7
-2.04674,-22.50596,11,7
-1.7909,-19.69,11,7
-1.53506,-16.94815,11,7
-1.27921,-14.302,11,7
-1.02337,-11.77946,11,7
-0.76753,-9.41656,11,7
-0.63961,-8.30903,11,7
-0.51169,-7.25984,11,7
-0.38376,-6.27696,11,7
-0.25584,-5.36943,11,7
-0.12792,-4.54754,11,7
0,-3.82296,11,7
0.12792,-3.20899,11,7
0.25584,-2.72071,11,7
0.33574,-2.48705,11,7
0.41563,-2.31368,11,7
0.49552,-2.20563,11,7
0.57541,-2.16833,11,7
0.67147,-2.22551,11,7
0.76753,-2.40467,11,7
0.83149,-2.59763,11,7
0.89545,-2.85403,11,7
0.95941,-3.17806,11,7
1.02337,-3.57419,11,7
1.08733,-4.04718,11,7
1.15129,-4.60211,11,7
1.21525,-5.24438,11,7
1.27921,-5.97977,11,7
1.34317,-6.81444,11,7
1.40714,-7.75492,11,7
1.4711,-8.80822,11,7
1.53506,-9.98179,11,7
1.59902,-11.28357,11,7
1.66298,-12.72203,11,7
1.72694,-14.3062,11,7
1.7909,-16.04569,11,7
1.85486,-17.95078,11,7
1.91882,-20.03239,11,7
1.98278,-22.30219,11,7
2.01476,-23.51151,11,7
2.04674,-24.77261,11,7
2.07872,-26.08715,11,7
2.1107,-27.45689,11,7
2.14268,-28.88361,11,7
2.17466,-30.36917,11,7
2.20664,-31.91548,11,7
2.23862,-33.5245,11,7
2.2706,-35.19829,11,7
2.30259,-36.93894,11,7
-2.30259,-2.25392,12,7
-1.7909,-1.82117,12,7
-1.27921,-1.44117,12,7
-0.76753,-1.14913,12,7
-0.25584,-1.00385,12,7
-0.16682,-1,12,7
0.25584,-1.10336,12,7
0.51169,-1.29242,12,7
0.76753,-1.6112,12,7
1.02337,-2.09752,12,7
1.15129,-2.41825,12,7
1.27921,-2.8002,12,7
1.40714,-3.25174,12,7
1.53506,-3.78235,12,7
1.66298,-4.40283,12,7
1.7909,-5.12543,12,7
1.91882,-5.9641,12,7
2.04674,-6.93468,12,7
2.17466,-8.05516,12,7
2.30259,-9.346,12,7
-2.30259,-14.42324,13,7
-1.7909,-11.96502,13,7
-1.27921,-9.57376,13,7
-0.76753,-7.29417,13,7
-0.51169,-6.21794,13,7
-0.25584,-5.20089,13,7
0,-4.26027,13,7
0.25584,-3.41837,13,7
0.51169,-2.70396,13,7
0.76753,-2.15423,13,7
0.98577,-1.85116,13,7
1.204,-1.7403,13,7
1.27921,-1.75481,13,7
1.40714,-1.85081,13,7
1.53506,-2.04721,13,7
1.66298,-2.35768,13,7
1.7909,-2.79781,13,7
1.91882,-3.38529,13,7
2.04674,-4.14021,13,7
2.1107,-4.58749,13,7
2.17466,-5.08544,13,7
2.23862,-5.6374,13,7
2.30259,-6.24694,13,7
-2.30259,-3.67828,14,7
-2.04674,-3.10483,14,7
-1.7909,-2.58797,14,7
-1.53506,-2.14418,14,7
-1.27921,-1.79478,14,7
-1.03812,-1.57651,14,7
-0.79702,-1.49592,14,7
-0.76753,-1.49724,14,7
-0.51169,-1.63054,14,7
-0.38376,-1.79136,14,7
-0.25584,-2.02649,14,7
-0.12792,-2.34607,14,7
0,-2.76164,14,7
0.12792,-3.28628,14,7
0.25584,-3.93489,14,7
0.38376,-4.72438,14,7
0.51169,-5.67398,14,7
0.63961,-6.80554,14,7
0.70357,-7.44718,14,7
0.76753,-8.14388,14,7
0.83149,-8.89926,14,7
0.89545,-9.71722,14,7
0.95941,-10.60188,14,7
1.02337,-11.55764,14,7
1.08733,-12.5892,14,7
1.15129,-13.70158,14,7
1.21525,-14.9001,14,7
1.27921,-16.19046,14,7
1.34317,-17.57872,14,7
1.40714,-19.07135,14,7
1.4711,-20.67524,14,7
1.53506,-22.39774,14,7
1.59902,-24.24669,14,7
1.66298,-26.23044,14,7
1.72694,-28.35789,14,7
1.7909,-30.63854,14,7
1.85486,-33.08249,14,7
1.91882,-35.70054,14,7
1.98278,-38.50419,14,7
2.01476,-39.97942,14,7
2.04674,-41.5057,14,7
2.07872,-43.0847,14,7
2.1107,-44.71813,14,7
2.14268,-46.40776,14,7
2.17466,-48.15542,14,7
2.20664,-49.96299,14,7
2.23862,-51.83242,14,7
2.2706,-53.76572,14,7
2.30259,-55.76496,14,7
-2.30259,-33.61812,15,7
-2.04674,-29.57699,15,7
-1.7909,-25.62572,15,7
-1.53506,-21.7905,15,7
-1.27921,-18.10516,15,7
-1.15129,-16.3319,15,7
-1.02337,-14.61341,15,7
-0.89545,-12.95718,15,7
-0.76753,-11.37169,15,7
-0.63961,-9.86661,15,7
-0.51169,-8.45289,15,7
-0.38376,-7.14302,15,7
-0.25584,-5.95117,15,7
-0.12792,-4.89343,15,7
0,-3.98811,15,7
0.12792,-3.25601,15,7
0.25584,-2.72076,15,7
0.31066,-2.55819,15,7
0.36547,-2.43897,15,7
0.42028,-2.36552,15,7
0.4751,-2.34045,15,7
0.5482,-2.38701,15,7
0.62131,-2.53136,15,7
0.69442,-2.78093,15,7
0.76753,-3.1437,15,7
0.83149,-3.56064,15,7
0.89545,-4.07694,15,7
0.95941,-4.69916,15,7
1.02337,-5.4343,15,7
1.08733,-6.28981,15,7
1.15129,-7.27365,15,7
1.21525,-8.39429,15,7
1.27921,-9.66077,15,7
1.34317,-11.08272,15,7
1.40714,-12.6704,15,7
1.4711,-14.43478,15,7
1.53506,-16.38751,15,7
1.56704,-17.43836,15,7
1.59902,-18.54104,15,7
1.631,-19.69721,15,7
1.66298,-20.90863,15,7
1.69496,-22.17708,15,7
1.72694,-23.50442,15,7
1.75892,-24.89256,15,7
1.7909,-26.34348,15,7
1.82288,-27.85921,15,7
1.85486,-29.44188,15,7
1.88684,-31.09364,15,7
1.91882,-32.81675,15,7
