point,value,outcome,source
1.9508,-34.61352,15,7
1.98278,-36.48635,15,7
2.01476,-38.4377,15,7
2.04674,-40.47014,15,7
2.07872,-42.5863,15,7
2.1107,-44.78889,15,7
2.14268,-47.08073,15,7
2.17466,-49.46472,15,7
2.20664,-51.94384,15,7
2.23862,-54.5212,15,7
2.2706,-57.19998,15,7
2.30259,-59.98349,15,7
-2.30259,-89.48501,16,7
-2.17466,-83.46487,16,7
-2.04674,-77.51348,16,7
-1.91882,-71.64023,16,7
-1.7909,-65.85578,16,7
-1.66298,-60.17225,16,7
-1.53506,-54.60342,16,7
-1.40714,-49.16493,16,7
-1.27921,-43.87457,16,7
-1.15129,-38.75256,16,7
-1.08733,-36.26174,16,7
-1.02337,-33.82187,16,7
-0.95941,-31.43629,16,7
-0.89545,-29.1086,16,7
-0.83149,-26.84262,16,7
-0.76753,-24.64243,16,7
-0.70357,-22.51238,16,7
-0.63961,-20.45708,16,7
-0.57565,-18.4815,16,7
-0.51169,-16.59087,16,7
-0.44772,-14.79083,16,7
-0.38376,-13.08736,16,7
-0.3198,-11.48682,16,7
-0.25584,-9.99602,16,7
-0.19188,-8.62221,16,7
-0.12792,-7.37312,16,7
-0.06396,-6.25698,16,7
0,-5.28258,16,7
0.06396,-4.45927,16,7
0.12792,-3.79703,16,7
0.19188,-3.30652,16,7
0.25584,-2.99906,16,7
0.28944,-2.91494,16,7
0.32303,-2.8864899999999998,16,7
0.37859,-2.96669,16,7
0.43415,-3.21337,16,7
0.48972,-3.63605,16,7
0.54528,-4.24479,16,7
0.57306,-4.62222,16,7
0.60084,-5.0502,16,7
0.62862,-5.53015,16,7
0.6564,-6.06353,16,7
0.68418,-6.65186,16,7
0.71197,-7.29667,16,7
0.73975,-7.99955,16,7
0.76753,-8.76215,16,7
0.79951,-9.71615,16,7
0.83149,-10.75415,16,7
0.86347,-11.87889,16,7
0.89545,-13.09318,16,7
0.92743,-14.39993,16,7
0.95941,-15.80215,16,7
0.99139,-17.30295,16,7
1.02337,-18.90551,16,7
1.05535,-20.61316,16,7
1.08733,-22.42931,16,7
1.11931,-24.35748,16,7
1.15129,-26.40131,16,7
1.18327,-28.56457,16,7
1.21525,-30.85112,16,7
1.24723,-33.26499,16,7
1.27921,-35.8103,16,7
1.31119,-38.49133,16,7
1.34317,-41.31249,16,7
1.37515,-44.27834,16,7
1.40714,-47.39357,16,7
1.43912,-50.66303,16,7
1.4711,-54.09175,16,7
1.50308,-57.6849,16,7
1.53506,-61.44781,16,7
1.56704,-65.38601,16,7
1.59902,-69.5052,16,7
1.631,-73.81125,16,7
1.66298,-78.31024,16,7
1.67897,-80.63403,16,7
1.69496,-83.00843,16,7
1.71095,-85.43425,16,7
1.72694,-87.91231,16,7
1.74293,-90.44346,16,7
1.75892,-93.02855,16,7
1.77491,-95.66846,16,7
1.7909,-98.36406,16,7
1.80689,-101.11626,16,7
1.82288,-103.92596,16,7
1.83887,-106.7941,16,7
1.85486,-109.72161,16,7
1.87085,-112.70946000000001,16,7
1.88684,-115.75861,16,7
1.90283,-118.87005,16,7
1.91882,-122.04479,16,7
1.93481,-125.28385,16,7
1.9508,-128.58826,16,7
1.96679,-131.95908,16,7
1.98278,-135.39738,16,7
1.99877,-138.90424,16,7
2.01476,-142.48077,16,7
2.03075,-146.1281,16,7
2.04674,-149.84737,16,7
2.06273,-153.63972,16,7
2.07872,-157.50635,16,7
2.09471,-161.44845,16,7
2.1107,-165.46724,16,7
2.12669,-169.56395,16,7
2.14268,-173.73984,16,7
2.15867,-177.99618,16,7
2.17466,-182.33427,16,7
2.19065,-186.75543,16,7
2.20664,-191.261,16,7
2.22263,-195.85234,16,7
2.23862,-200.53083,16,7
2.25461,-205.29788,16,7
2.2706,-210.15491,16,7
2.28659,-215.10337,16,7
2.30259,-220.14475,16,7
-2.30259,-10.50776,17,7
-1.7909,-8.57248,17,7
-1.27921,-6.71168,17,7
-0.76753,-4.9751,17,7
-0.51169,-4.1775,17,7
-0.25584,-3.44574,17,7
0,-2.79899,17,7
0.25584,-2.26204,17,7
0.51169,-1.86691,17,7
0.76753,-1.65494,17,7
0.87443,-1.63288,17,7
1.07682,-1.72062,17,7
1.17802,-1.83737,17,7
1.27921,-2.00966,17,7
1.40714,-2.31621,17,7
1.53506,-2.73441,17,7
1.66298,-3.2795,17,7
1.7909,-3.96881,17,7
1.91882,-4.82201,17,7
2.04674,-5.86147,17,7
2.1107,-6.45886,17,7
2.17466,-7.11261,17,7
2.23862,-7.82643,17,7
2.30259,-8.6043,17,7
-2.30259,-11.17144,18,7
-1.7909,-9.66613,18,7
-1.27921,-8.1807,18,7
-0.76753,-6.72841,18,7
-0.25584,-5.33143,18,7
0.25584,-4.02669,18,7
0.76753,-2.87583,18,7
1.02337,-2.38797,18,7
1.27921,-1.98164,18,7
1.53506,-1.68063,18,7
1.7909,-1.51563,18,7
1.90775,-1.49592,18,7
2.10517,-1.55843,18,7
2.30259,-1.76384,18,7
-2.30259,-14.38655,19,7
-1.7909,-12.38098,19,7
-1.27921,-10.40291,19,7
-0.76753,-8.47073,19,7
-0.25584,-6.61508,19,7
0.25584,-4.88711,19,7
0.51169,-4.09578,19,7
0.76753,-3.3721,19,7
1.02337,-2.7358,19,7
1.27921,-2.21235,19,7
1.53506,-1.83465,19,7
1.7909,-1.6452,19,7
1.87043,-1.63288,19,7
2.08651,-1.73336,19,7
2.19455,-1.86765,19,7
2.30259,-2.06656,19,7
-2.30259,-252.02287,20,7
-2.17466,-239.21335,20,7
-2.04674,-226.47128,20,7
-1.91882,-213.80588,20,7
-1.7909,-201.2276,20,7
-1.66298,-188.74832,20,7
-1.53506,-176.38157,20,7
-1.40714,-164.1427,20,7
-1.27921,-152.04915,20,7
-1.15129,-140.12076,20,7
-1.02337,-128.38007,20,7
-0.95941,-122.58798,20,7
-0.89545,-116.85268,20,7
-0.83149,-111.17793,20,7
-0.76753,-105.56772,20,7
-0.70357,-100.02632,20,7
-0.63961,-94.55826,20,7
-0.57565,-89.1684,20,7
-0.51169,-83.8619,20,7
-0.44772,-78.64426,20,7
-0.38376,-73.52136,20,7
-0.3198,-68.49945,20,7
-0.25584,-63.5852,20,7
-0.19188,-58.78572,20,7
-0.12792,-54.1086,20,7
-0.06396,-49.56192,20,7
0,-45.15429,20,7
0.06396,-40.89489,20,7
0.12792,-36.79352,20,7
0.19188,-32.86061,20,7
0.25584,-29.1073,20,7
0.3198,-25.54544,20,7
0.35178,-23.84022,20,7
0.38376,-22.18768,20,7
0.41574,-20.58951,20,7
0.44772,-19.0475,20,7
0.47971,-17.56346,20,7
0.51169,-16.13927,20,7
0.54367,-14.77689,20,7
0.57565,-13.47831,20,7
0.60763,-12.24562,20,7
0.63961,-11.08096,20,7
0.67159,-9.98653,20,7
0.70357,-8.96463,20,7
0.73555,-8.01759,20,7
0.76753,-7.14787,20,7
0.80343,-6.26682,20,7
0.83932,-5.49002,20,7
0.87522,-4.82129,20,7
0.91112,-4.26456,20,7
0.94702,-3.82394,20,7
0.98291,-3.50367,20,7
1.01881,-3.30815,20,7
1.05471,-3.24194,20,7
1.08277,-3.28327,20,7
1.11084,-3.40885,20,7
1.1389,-3.62106,20,7
1.16696,-3.92238,20,7
1.19502,-4.31534,20,7
1.22309,-4.80254,20,7
1.25115,-5.38668,20,7
1.27921,-6.0705,20,7
1.31119,-6.97493,20,7
1.34317,-8.01684,20,7
1.37515,-9.20069,20,7
1.40714,-10.5311,20,7
1.43912,-12.01283,20,7
1.4711,-13.65079,20,7
1.50308,-15.45007,20,7
1.53506,-17.4159,20,7
1.56704,-19.55371,20,7
1.59902,-21.86906,20,7
1.631,-24.36775,20,7
1.66298,-27.05572,20,7
1.69496,-29.93913,20,7
1.71095,-31.45609,20,7
1.72694,-33.02432,20,7
1.74293,-34.64463,20,7
1.75892,-36.31786,20,7
1.77491,-38.04486,20,7
1.7909,-39.82651,20,7
1.80689,-41.66368,20,7
1.82288,-43.55727,20,7
1.83887,-45.50818,20,7
1.85486,-47.51735,20,7
1.87085,-49.58571,20,7
1.88684,-51.71421,20,7
1.90283,-53.90382,20,7
1.91882,-56.15554,20,7
1.93481,-58.47035,20,7
1.9508,-60.84928,20,7
1.96679,-63.29336,20,7
1.98278,-65.80364,20,7
1.99877,-68.38119,20,7
2.01476,-71.02709,20,7
2.03075,-73.74244,20,7
2.04674,-76.52837,20,7
2.06273,-79.38601,20,7
2.07872,-82.31651,20,7
2.09471,-85.32106,20,7
2.1107,-88.40084,20,7
2.12669,-91.55706,20,7
2.14268,-94.79097,20,7
2.15867,-98.10381,20,7
2.17466,-101.49685,20,7
2.19065,-104.97138,20,7
2.20664,-108.52873,20,7
2.22263,-112.17022,20,7
2.23862,-115.89722,20,7
2.25461,-119.71109,20,7
2.2706,-123.61324,20,7
2.28659,-127.6051,20,7
2.30259,-131.6881,20,7
-2.30259,-28.34025,21,7
-2.04674,-25.63872,21,7
-1.7909,-22.97006,21,7
-1.53506,-20.34385,21,7
-1.27921,-17.77248,21,7
-1.02337,-15.27192,21,7
-0.76753,-12.86282,21,7
-0.51169,-10.57185,21,7
-0.25584,-8.43344,21,7
-0.12792,-7.43489,21,7
0,-6.49209,21,7
0.12792,-5.61265,21,7
0.25584,-4.80523,21,7
0.38376,-4.07965,21,7
0.51169,-3.44707,21,7
0.63961,-2.9202,21,7
0.76753,-2.51344,21,7
0.837,-2.34861,21,7
0.90648,-2.22689,21,7
1.04542,-2.12546,21,7
1.16232,-2.20363,21,7
1.22077,-2.30489,21,7
1.27921,-2.45094,21,7
1.34317,-2.66529,21,7
1.40714,-2.94027,21,7
1.4711,-3.27988,21,7
1.53506,-3.68839,21,7
1.59902,-4.17036,21,7
1.66298,-4.73063,21,7
1.72694,-5.37438,21,7
1.7909,-6.10712,21,7
1.85486,-6.93472,21,7
1.91882,-7.86347,21,7
1.98278,-8.90003,21,7
2.04674,-10.05152,21,7
2.1107,-11.32554,21,7
2.17466,-12.73018,21,7
2.23862,-14.27408,21,7
2.30259,-15.96641,21,7
-2.30259,-2.50496,22,7
-1.7909,-2.05295,22,7
-1.27921,-1.64079,22,7
-0.76753,-1.29513,22,7
-0.25584,-1.0604,22,7
0.11307,-1,22,7
0.25584,-1.01069,22,7
0.51169,-1.09115,22,7
0.76753,-1.26964,22,7
1.02337,-1.57477,22,7
1.27921,-2.04345,22,7
1.40714,-2.35352,22,7
1.53506,-2.72336,22,7
1.66298,-3.16113,22,7
1.7909,-3.6761,22,7
1.91882,-4.27879,22,7
2.04674,-4.98119,22,7
2.17466,-5.79689,22,7
2.30259,-6.74137,22,7
-2.30259,-2.99871,23,7
-2.04674,-2.59847,23,7
-1.7909,-2.23073,23,7
-1.53506,-1.90495,23,7
-1.27921,-1.63337,23,7
-1.02337,-1.4318,23,7
-0.76753,-1.32064,23,7
-0.64779,-1.30685,23,7
-0.45181,-1.34789,23,7
-0.25584,-1.48267,23,7
-0.12792,-1.63072,23,7
0,-1.83389,23,7
0.12792,-2.09969,23,7
0.25584,-2.43668,23,7
0.38376,-2.85458,23,7
0.51169,-3.36441,23,7
0.63961,-3.97872,23,7
0.76753,-4.71179,23,7
0.89545,-5.5798,23,7
1.02337,-6.60118,23,7
1.15129,-7.79685,23,7
1.21525,-8.46735,23,7
1.27921,-9.1906,23,7
1.34317,-9.97006,23,7
1.40714,-10.80946,23,7
1.4711,-11.71275,23,7
1.53506,-12.68415,23,7
1.59902,-13.72816,23,7
1.66298,-14.84958,23,7
1.72694,-16.05352,23,7
1.7909,-17.34542,23,7
1.85486,-18.73111,23,7
1.91882,-20.21677,23,7
1.98278,-21.80901,23,7
2.04674,-23.51487,23,7
2.1107,-25.34185,23,7
2.17466,-27.29795,23,7
2.23862,-29.39171,23,7
2.30259,-31.6322,23,7
-2.30259,-6.53306,24,7
-1.7909,-5.54674,24,7
-1.27921,-4.58517,24,7
-0.76753,-3.66488,24,7
-0.25584,-2.81347,24,7
0.25584,-2.07695,24,7
0.51169,-1.77407,24,7
0.76753,-1.53207,24,7
1.02337,-1.36869,24,7
1.27921,-1.30687,24,7
1.28279,-1.30685,24,7
1.53685,-1.37723,24,7
1.7909,-1.61492,24,7
1.91882,-1.81272,24,7
2.04674,-2.07243,24,7
2.17466,-2.40249,24,7
2.30259,-2.8125,24,7
-2.30259,-8.21665,25,7
-2.04674,-6.93864,25,7
-1.7909,-5.73557,25,7
-1.53506,-4.62929,25,7
-1.27921,-3.64802,25,7
-1.02337,-2.82821,25,7
-0.89545,-2.49306,25,7
-0.76753,-2.21692,25,7
-0.5762,-1.93183,25,7
-0.38487,-1.82869,25,7
-0.32036,-1.84145,25,7
-0.25584,-1.88086,25,7
-0.12792,-2.04487,25,7
0,-2.33601,25,7
0.12792,-2.77161,25,7
0.25584,-3.3714,25,7
0.38376,-4.15778,25,7
0.44772,-4.62877,25,7
0.51169,-5.15621,25,7
0.57565,-5.74384,25,7
0.63961,-6.39563,25,7
0.70357,-7.11582,25,7
0.76753,-7.90893,25,7
0.83149,-8.77977,25,7
0.89545,-9.73348,25,7
0.95941,-10.77552,25,7
1.02337,-11.91175,25,7
1.08733,-13.14836,25,7
1.15129,-14.49201,25,7
1.21525,-15.94975,25,7
1.27921,-17.52913,25,7
1.34317,-19.23817,25,7
1.40714,-21.08544,25,7
1.4711,-23.08007,25,7
1.53506,-25.2318,25,7
1.59902,-27.55099,25,7
1.66298,-30.04872,25,7
1.72694,-32.73678,25,7
1.75892,-34.15607,25,7
1.7909,-35.62772,25,7
1.82288,-37.15344,25,7
1.85486,-38.73497,25,7
1.88684,-40.37413,25,7
1.91882,-42.0728,25,7
1.9508,-43.8329,25,7
1.98278,-45.65644,25,7
2.01476,-47.54547,25,7
2.04674,-49.50213,25,7
2.07872,-51.52861,25,7
2.1107,-53.62717,25,7
2.14268,-55.80018,25,7
2.17466,-58.05003,25,7
2.20664,-60.37923,25,7
2.23862,-62.79037,25,7
2.2706,-65.28609,25,7
2.30259,-67.86915,25,7
-2.30259,-12.78701,26,7
-1.7909,-10.36928,26,7
-1.27921,-8.04556,26,7
-0.76753,-5.87865,26,7
-0.51169,-4.88444,26,7
-0.25584,-3.97331,26,7
0,-3.16951,26,7
0.25584,-2.5043,26,7
0.38376,-2.23588,26,7
0.51169,-2.01811,26,7
0.63961,-1.85791,26,7
0.76753,-1.76313,26,7
0.86464,-1.7403,26,7
0.96828,-1.76811,26,7
1.07192,-1.85555,26,7
1.17557,-2.00913,26,7
1.27921,-2.23607,26,7
1.40714,-2.62931,26,7
1.53506,-3.1635,26,7
1.66298,-3.85787,26,7
1.7909,-4.73427,26,7
1.85486,-5.24837,26,7
1.91882,-5.81756,26,7
1.98278,-6.44546,26,7
2.04674,-7.13596,26,7
2.1107,-7.89318,26,7
2.17466,-8.72155,26,7
2.23862,-9.62576,26,7
2.30259,-10.61081,26,7
-2.30259,-34.97862,27,7
-2.04674,-31.33091,27,7
-1.7909,-27.73858,27,7
-1.53506,-24.21777,27,7
-1.27921,-20.78933,27,7
-1.02337,-17.4802,27,7
-0.76753,-14.32515,27,7
-0.63961,-12.81898,27,7
-0.51169,-11.36911,27,7
-0.38376,-9.98324,27,7
-0.25584,-8.6701,27,7
-0.12792,-7.43962,27,7
0,-6.30306,27,7
0.12792,-5.27326,27,7
0.25584,-4.36478,27,7
0.38376,-3.59417,27,7
0.51169,-2.98025,27,7
0.63961,-2.5444,27,7
0.76753,-2.31093,27,7
0.80076,-2.28671,27,7
0.83399,-2.27852,27,7
0.9453,-2.37498,27,7
1.00095,-2.49972,27,7
1.0566,-2.67937,27,7
1.11226,-2.91708,27,7
1.16791,-3.21618,27,7
1.22356,-3.58016,27,7
1.27921,-4.01275,27,7
1.34317,-4.59975,27,7
1.40714,-5.2889,27,7
1.4711,-6.08693,27,7
1.53506,-7.00104,27,7
1.59902,-8.0389,27,7
1.66298,-9.20868,27,7
1.72694,-10.51909,27,7
1.7909,-11.97943,27,7
1.85486,-13.59959,27,7
1.91882,-15.39014,27,7
1.98278,-17.36232,27,7
2.04674,-19.52813,27,7
2.07872,-20.68761,27,7
2.1107,-21.90037,27,7
2.14268,-23.16812,27,7
2.17466,-24.49266,27,7
2.20664,-25.87583,27,7
2.23862,-27.31954,27,7
2.2706,-28.82576,27,7
2.30259,-30.39651,27,7
-2.30259,-4.52887,28,7
-1.7909,-3.61178,28,7
-1.27921,-2.76571,28,7
-0.76753,-2.03808,28,7
-0.51169,-1.74167,28,7
-0.25584,-1.50804,28,7
-0.01348,-1.36112,28,7
0.22888,-1.30685,28,7
0.25584,-1.30759,28,7
0.51169,-1.39493,28,7
0.76753,-1.65693,28,7
0.89545,-1.8688,28,7
1.02337,-2.14449,28,7
1.15129,-2.49272,28,7
1.27921,-2.92339,28,7
1.40714,-3.44774,28,7
1.53506,-4.07855,28,7
1.66298,-4.83036,28,7
1.7909,-5.71968,28,7
1.91882,-6.76527,28,7
2.04674,-7.98847,28,7
2.1107,-8.67411,28,7
2.17466,-9.41349,28,7
2.23862,-10.21016,28,7
2.30259,-11.06789,28,7
-2.30259,-2.88734,29,7
-2.04674,-2.49512,29,7
-1.7909,-2.13772,29,7
-1.53506,-1.82531,29,7
-1.27921,-1.57099,29,7
-1.02337,-1.39171,29,7
-0.76753,-1.30934,29,7
-0.71721,-1.30685,29,7
-0.48653,-1.36441,29,7
-0.25584,-1.5566,29,7
-0.12792,-1.73369,29,7
0,-1.96985,29,7
0.12792,-2.27316,29,7
0.25584,-2.65277,29,7
0.38376,-3.1191,29,7
0.51169,-3.68397,29,7
0.63961,-4.36085,29,7
0.76753,-5.165,29,7
0.89545,-6.11381,29,7
1.02337,-7.22701,29,7
1.15129,-8.52703,29,7
1.21525,-9.25494,29,7
1.27921,-10.03938,29,7
1.34317,-10.88407,29,7
1.40714,-11.79301,29,7
1.4711,-12.77044,29,7
1.53506,-13.82087,29,7
1.59902,-14.94913,29,7
1.66298,-16.16037,29,7
1.72694,-17.46005,29,7
1.7909,-18.85403,29,7
1.85486,-20.34854,29,7
1.91882,-21.9502,29,7
1.98278,-23.66611,29,7
2.04674,-25.5038,29,7
2.1107,-27.47132,29,7
2.17466,-29.57725,29,7
2.23862,-31.83072,29,7
2.30259,-34.24149,29,7
-2.30259,-4.45273,30,7
-1.7909,-3.54014,30,7
-1.27921,-2.70157,30,7
-0.76753,-1.98645,30,7
-0.51169,-1.69915,30,7
-0.25584,-1.47728,30,7
-0.0342,-1.35254,30,7
0.18745,-1.30685,30,7
0.25584,-1.31164,30,7
0.51169,-1.42433,30,7
0.63961,-1.54594,30,7
0.76753,-1.71906,30,7
0.89545,-1.95071,30,7
1.02337,-2.24889,30,7
1.15129,-2.62268,30,7
1.27921,-3.08238,30,7
1.40714,-3.63974,30,7
1.53506,-4.30806,30,7
1.66298,-5.1025,30,7
1.7909,-6.04027,30,7
1.91882,-7.14091,30,7
2.04674,-8.42668,30,7
2.1107,-9.14674,30,7
2.17466,-9.92281,30,7
2.23862,-10.75859,30,7
2.30259,-11.65802,30,7
-2.30259,-106.96087,31,7
-2.17466,-99.9572,31,7
-2.04674,-93.02772,31,7
-1.91882,-86.18256,31,7
-1.7909,-79.43323,31,7
-1.66298,-72.7928,31,7
-1.53506,-66.27613,31,7
-1.40714,-59.90012,31,7
-1.27921,-53.68395,31,7
-1.15129,-47.64944,31,7
-1.08733,-44.70793,31,7
-1.02337,-41.82139,31,7
-0.95941,-38.99343,31,7
-0.89545,-36.22795,31,7
-0.83149,-33.52906,31,7
-0.76753,-30.90115,31,7
-0.70357,-28.34893,31,7
-0.63961,-25.87739,31,7
-0.57565,-23.49185,31,7
-0.51169,-21.198,31,7
-0.44772,-19.00189,31,7
-0.38376,-16.90998,31,7
-0.3198,-14.92915,31,7
-0.25584,-13.06675,31,7
-0.19188,-11.33058,31,7
-0.12792,-9.72899,31,7
-0.06396,-8.27087,31,7
0,-6.96569,31,7
0.06396,-5.82356,31,7
0.12792,-4.85525,31,7
0.19188,-4.07223,31,7
0.25584,-3.48674,31,7
0.29004,-3.25924,31,7
0.32424,-3.09402,31,7
0.35843,-2.99323,31,7
0.39263,-2.95912,31,7
0.43949,-3.02493,31,7
0.48635,-3.22655,31,7
0.53322,-3.57049,31,7
0.58008,-4.0636,31,7
0.62694,-4.71301,31,7
0.6738,-5.52623,31,7
0.72067,-6.51113,31,7
0.76753,-7.67593,31,7
0.79951,-8.57852,31,7
0.83149,-9.57175,31,7
0.86347,-10.65858,31,7
0.89545,-11.84205,31,7
0.92743,-13.12529,31,7
0.95941,-14.51155,31,7
0.99139,-16.00418,31,7
1.02337,-17.60663,31,7
1.05535,-19.32248,31,7
1.08733,-21.1554,31,7
1.11931,-23.1092,31,7
1.15129,-25.18782,31,7
1.18327,-27.3953,31,7
1.21525,-29.73583,31,7
1.24723,-32.21374,31,7
1.27921,-34.83349,31,7
1.31119,-37.5997,31,7
1.34317,-40.51712,31,7
1.37515,-43.59066,31,7
1.40714,-46.8254,31,7
1.43912,-50.22658,31,7
1.4711,-53.7996,31,7
1.50308,-57.55005,31,7
1.53506,-61.4837,31,7
1.56704,-65.6065,31,7
1.59902,-69.9246,31,7
1.61501,-72.15886,31,7
1.631,-74.44434,31,7
1.64699,-76.78186,31,7
1.66298,-79.17227,31,7
1.67897,-81.61642,31,7
1.69496,-84.11517,31,7
1.71095,-86.6694,31,7
1.72694,-89.28002,31,7
1.74293,-91.94791,31,7
1.75892,-94.67402,31,7
1.77491,-97.45928,31,7
1.7909,-100.30463,31,7
1.80689,-103.21106,31,7
1.82288,-106.17954,31,7
1.83887,-109.21108,31,7
1.85486,-112.30668,31,7
1.87085,-115.46739,31,7
1.88684,-118.69426,31,7
1.90283,-121.98834,31,7
1.91882,-125.35073,31,7
1.93481,-128.78252,31,7
1.9508,-132.28484,31,7
1.96679,-135.85881,31,7
1.98278,-139.5056,31,7
1.99877,-143.22637,31,7
2.01476,-147.02233,31,7
2.03075,-150.89468,31,7
2.04674,-154.84465,31,7
2.06273,-158.8735,31,7
2.07872,-162.9825,31,7
2.09471,-167.17293,31,7
2.1107,-171.44611,31,7
2.12669,-175.80338,31,7
2.14268,-180.24609,31,7
2.15867,-184.77562,31,7
2.17466,-189.39336,31,7
2.19065,-194.10075,31,7
2.20664,-198.89921,31,7
2.22263,-203.79023,31,7
2.23862,-208.77529,31,7
2.25461,-213.85591,31,7
2.2706,-219.03363,31,7
2.28659,-224.31002,31,7
2.30259,-229.68666,31,7
-2.30259,-3.4159,32,7
-1.7909,-2.92691,32,7
-1.27921,-2.4531,32,7
-0.76753,-2.00459,32,7
-0.25584,-1.59828,32,7
0.25584,-1.26238,32,7
0.76753,-1.04393,32,7
1.07933,-1,32,7
1.27921,-1.02138,32,7
1.53506,-1.12159,32,7
1.7909,-1.32562,32,7
2.04674,-1.66372,32,7
2.30259,-2.17498,32,7
-2.30259,-5.74883,33,7
-1.7909,-4.78106,33,7
-1.27921,-3.85043,33,7
-0.76753,-2.98178,33,7
-0.25584,-2.21649,33,7
0,-1.89267,33,7
0.25584,-1.62362,33,7
0.51169,-1.42531,33,7
0.76753,-1.31837,33,7
0.87679,-1.30685,33,7
1.078,-1.3502,33,7
1.27921,-1.4929,33,7
1.40714,-1.6452,33,7
1.53506,-1.8532,33,7
1.66298,-2.1245,33,7
1.7909,-2.46774,33,7
1.91882,-2.89273,33,7
2.04674,-3.41063,33,7
2.17466,-4.03411,33,7
2.30259,-4.7776,33,7
-2.30259,-3.41151,34,7
-2.04674,-2.86199,34,7
-1.7909,-2.37604,34,7
-1.53506,-1.97218,34,7
-1.27921,-1.67434,34,7
-1.09626,-1.5432,34,7
-0.91331,-1.49592,34,7
-0.76753,-1.52941,34,7
-0.63961,-1.61929,34,7
-0.51169,-1.7738,34,7
-0.38376,-2.00177,34,7
-0.25584,-2.31322,34,7
-0.12792,-2.71954,34,7
0,-3.23368,34,7
0.12792,-3.87035,34,7
0.25584,-4.64627,34,7
0.38376,-5.58045,34,7
0.51169,-6.69447,34,7
0.57565,-7.32647,34,7
0.63961,-8.01289,34,7
0.70357,-8.75733,34,7
0.76753,-9.5636,34,7
0.83149,-10.43581,34,7
0.89545,-11.37829,34,7
0.95941,-12.39571,34,7
1.02337,-13.493,34,7
1.08733,-14.67543,34,7
1.15129,-15.94865,34,7
1.21525,-17.31863,34,7
1.27921,-18.79178,34,7
1.34317,-20.3749,34,7
1.40714,-22.07526,34,7
1.4711,-23.90061,34,7
1.53506,-25.85919,34,7
1.59902,-27.95981,34,7
1.66298,-30.21186,34,7
1.72694,-32.62532,34,7
1.7909,-35.21088,34,7
1.85486,-37.97988,34,7
1.88684,-39.43693,34,7
1.91882,-40.94445,34,7
1.9508,-42.50408,34,7
1.98278,-44.1175,34,7
2.01476,-45.78648,34,7
2.04674,-47.51282,34,7
2.07872,-49.29837,34,7
2.1107,-51.14506,34,7
2.14268,-53.05489,34,7
2.17466,-55.0299,34,7
2.20664,-57.0722,34,7
2.23862,-59.184,34,7
2.2706,-61.36754,34,7
2.30259,-63.62515,34,7
-2.30259,-2.27238,35,7
-1.7909,-1.838,35,7
-1.27921,-1.45527,35,7
-0.76753,-1.15869,35,7
-0.25584,-1.00583,35,7
-0.14592,-1,35,7
0.25584,-1.09269,35,7
0.51169,-1.27256,35,7
0.76753,-1.57945,35,7
1.02337,-2.05041,35,7
1.15129,-2.36186,35,7
1.27921,-2.73327,35,7
1.40714,-3.17282,35,7
1.53506,-3.68981,35,7
1.66298,-4.2948,35,7
1.7909,-4.99981,35,7
1.91882,-5.81849,35,7
2.04674,-6.76634,35,7
2.17466,-7.861,35,7
2.30259,-9.12249,35,7
-2.30259,-11.92512,36,7
-2.04674,-10.15691,36,7
-1.7909,-8.46992,36,7
-1.53506,-6.88782,36,7
-1.27921,-5.44118,36,7
-1.02337,-4.16949,36,7
-0.89545,-3.61467,36,7
-0.76753,-3.12378,36,7
-0.63961,-2.70556,36,7
-0.51169,-2.36992,36,7
-0.38376,-2.12812,36,7
-0.25584,-1.99299,36,7
-0.1775,-1.96907,36,7
-0.06917,-2.01776,36,7
0.03917,-2.17119,36,7
0.14751,-2.44134,36,7
0.25584,-2.84158,36,7
0.3198,-3.14491,36,7
0.38376,-3.50207,36,7
0.44772,-3.91662,36,7
0.51169,-4.39235,36,7
0.57565,-4.93329,36,7
0.63961,-5.54377,36,7
0.70357,-6.22836,36,7
0.76753,-6.99197,36,7
0.83149,-7.83981,36,7
0.89545,-8.77745,36,7
0.95941,-9.81082,36,7
1.02337,-10.94623,36,7
1.08733,-12.19045,36,7
1.15129,-13.55063,36,7
1.21525,-15.03446,36,7
1.27921,-16.65009,36,7
1.34317,-18.40624,36,7
1.40714,-20.31217,36,7
1.4711,-22.37779,36,7
1.53506,-24.61364,36,7
1.59902,-27.03096,36,7
1.66298,-29.64175,36,7
1.69496,-31.02366,36,7
1.72694,-32.45878,36,7
1.75892,-33.94886,36,7
1.7909,-35.49568,36,7
1.82288,-37.10108,36,7
1.85486,-38.76696,36,7
1.88684,-40.49529,36,7
1.91882,-42.2881,36,7
1.9508,-44.14749,36,7
1.98278,-46.07562,36,7
2.01476,-48.07472,36,7
2.04674,-50.1471,36,7
2.07872,-52.29514,36,7
2.1107,-54.5213,36,7
2.14268,-56.82812,36,7
2.17466,-59.21822,36,7
2.20664,-61.6943,36,7
2.23862,-64.25917,36,7
2.2706,-66.91569,36,7
2.30259,-69.66687,36,7
-2.30259,-2.24915,37,7
-1.7909,-1.81684,37,7
-1.27921,-1.43754,37,7
-0.76753,-1.1467,37,7
-0.25584,-1.0034,37,7
-0.17223,-1,37,7
0.25584,-1.10622,37,7
0.51169,-1.2977,37,7
0.76753,-1.6196,37,7
1.02337,-2.10993,37,7
1.15129,-2.4331,37,7
